ID,Título,Autor,Categorías,Fecha,Hora,Vistas,Topico_Final,solo_fecha,dia_semana_es
11092,Abril llega con nuevas subas en las tarifas de gas y suman más presión a la inflación,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL, NACIONALES, POLITICA",2026-03-30,09:33:13,2,Política,2026-03-30,Lunes
11084,Durísima derrota de Chile: fue goleado por Nueva Zelanda,Francis Dinatale,"DEPORTES, DESTACADAS",2026-03-30,09:26:18,2,Deportes,2026-03-30,Lunes
11081,Desbaratan un &#8220;clan familiar&#8221; dedicado al narcotráfico en Santa Rosa de Calamuchita,Jose Manuel Ferrero,"DESTACADAS, POLICIALES",2026-03-30,07:06:51,6,Policial,2026-03-30,Lunes
11078,Rescate en La Cascada: Operativo de emergencia para evacuar a una turista de Ushuaia,Jose Manuel Ferrero,"DESTACADAS, POLICIALES",2026-03-30,06:54:22,5,Policial,2026-03-30,Lunes
11074,Axel Kicillof a El País de España tras el fallo por YPF: &#8220;Se hizo justicia&#8221;,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL, POLITICA",2026-03-29,12:38:43,6,Política,2026-03-29,Domingo
11071,Franco Colapinto finalizó 16° en el Gran Premio de Japón,Francis Dinatale,Sin Categoria,2026-03-29,12:34:27,2,Deportes,2026-03-29,Domingo
11068,Mala para empleados de comercio: los salarios de los mercantiles perdieron un 40%,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL, NACIONALES, POLITICA",2026-03-29,12:31:22,6,Política,2026-03-29,Domingo
11064,Estados Unidos: se extienden a miles de ciudades las protestas contra Donald Trump,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL, INTERNACIONALES, POLITICA",2026-03-28,19:12:29,4,Internacional,2026-03-28,Sábado
11061,$LIBRA: la querella solicitó que la Justicia cite a indagatoria a Milei y Novelli,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL, JUDICIALES, POLITICA",2026-03-28,18:58:32,2,Justicia,2026-03-28,Sábado
11057,El día que Javier Milei prometió &#8220;vender YPF y Vaca Muerta&#8221; y qué decía la primera Ley Bases,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL, POLITICA",2026-03-28,18:53:41,3,Política,2026-03-28,Sábado
11053,Imputaron a Manuel Adorni por presunto enriquecimiento ilícito,Francis Dinatale,"DESTACADAS, JUDICIALES, POLITICA",2026-03-27,23:34:02,3,Justicia,2026-03-27,Viernes
11049,"Con miras al Mundial, la Selección Argentina venció 2-1 al débil Mauritania en la Bombonera",Francis Dinatale,"DEPORTES, DESTACADAS",2026-03-27,23:28:55,3,Deportes,2026-03-27,Viernes
11046,Calamuchita se convierte en el epicentro de la fotografía documental,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2026-03-27,06:22:21,6,Eventos locales,2026-03-27,Viernes
11043,Santa Rosa de Calamuchita se prepara para &#8220;Delicias de Pascuas 2026&#8221; con nuevo escenario,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2026-03-27,06:15:29,12,Eventos locales,2026-03-27,Viernes
11039,"Consumo masivo en crisis: se desplomó un 6,3% en febrero, con fuerte caída en supermercados",Francis Dinatale,"DESTACADAS, INTERÉS GENERAL, NACIONALES",2026-03-26,08:51:15,8,Precios y costo de vida,2026-03-26,Jueves
11036,La Cumbrecita se prepara para una Semana Santa mágica y musical,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2026-03-26,07:15:45,8,Eventos locales,2026-03-26,Jueves
11033,Embalse apuesta al deporte: se abren las inscripciones para las Escuelas Municipales,Jose Manuel Ferrero,"DEPORTES, DESTACADAS",2026-03-26,07:09:31,8,Deportes,2026-03-26,Jueves
11030,Insólito: Argentina votó en contra de declarar como delito la esclavitud de africanos en la ONU,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL, INTERNACIONALES, POLITICA",2026-03-25,22:13:34,10,Internacional,2026-03-25,Miércoles
11027,Revés para Agostina Páez en Brasil: por qué la repatriación de la abogada argentina podría demorar dos semanas,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL, JUDICIALES",2026-03-25,22:08:05,7,Justicia,2026-03-25,Miércoles
11023,Controlan incendio en predio municipal: Bomberos trabajan en el enfriamiento del sector,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2026-03-25,06:41:20,9,Medio Ambiente,2026-03-25,Miércoles
