ID,Título,Autor,Categorías,Fecha,Hora,Vistas,Topico_Final,solo_fecha,dia_semana_es
7750,Villaverde amenazó a Wiñazki por revelar una causa narco y Manes pidió que la expulsen del Congreso,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-20,08:44:42,1,Deportes,2025-10-20,Lunes
7747,Decepción y malestar en Alpine con Colapinto tras desobedecer las órdenes en el GP de Estados Unidos,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-20,08:26:09,1,Deportes,2025-10-20,Lunes
7744,La Selección Argentina cayó con Marruecos y es subcampeona del Mundial Sub-20,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-20,08:21:15,1,Deportes,2025-10-20,Lunes
7741,Simulacro de rescate en altura en los túneles de Taninga: entrenamiento clave para emergencias laborales,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-20,07:05:00,3,Otros,2025-10-20,Lunes
7738,Segunda fase del ascenso: tres equipos tomaron ventaja en los cuartos de final,Jose Manuel Ferrero,"DEPORTES, DESTACADAS",2025-10-20,06:59:28,1,Deportes,2025-10-20,Lunes
7735,Deportivo Independiente ganó el clásico y trepó a la cima del Clausura,Jose Manuel Ferrero,"DEPORTES, DESTACADAS",2025-10-20,06:50:55,2,Deportes,2025-10-20,Lunes
7731,Franco Colapinto terminó 17ª en la clasificación para la Sprint en el GP de Austin,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-17,21:15:04,1,Deportes,2025-10-17,Viernes
7727,El Racing alternativo se entonó ante Aldosivi y entró en zona de clasificación del Torneo Clausura,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-17,21:12:49,1,Deportes,2025-10-17,Viernes
7721,Una multitud recibió a Javier Milei también para rechazar su presencia en Tres de Febrero,Francis Dinatale,"DESTACADAS, POLITICA",2025-10-17,21:04:43,2,Política,2025-10-17,Viernes
7717,Talleres y River jugarán el sábado a las 20:30 y los parques cercanos al Kempes cerrarán a las 15:30,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-17,11:17:22,1,Deportes,2025-10-17,Viernes
7714,F1: los horarios de Colapinto en las prácticas libres del GP de Estados Unidos,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-17,10:27:06,1,Deportes,2025-10-17,Viernes
7711,Cómo se jugaría el torneo en 2026 y la chance de clásicos con público de ambos equipos,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-17,10:21:09,1,Deportes,2025-10-17,Viernes
7708,Karen Reichardt calificó de &#8220;enfermos mentales&#8221; a quienes no votan a La Libertad Avanza,Francis Dinatale,"DESTACADAS, POLITICA",2025-10-17,09:19:56,3,Política,2025-10-17,Viernes
7705,Villa Rumipal será sede de un Encuentro Vocal Regional con arte en vivo,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-17,06:55:23,2,Eventos locales,2025-10-17,Viernes
7702,Charla sobre prevención del Cáncer de Mama en La Cumbrecita,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-17,06:50:07,4,Salud,2025-10-17,Viernes
7699,"Noviembre a puro mate en Los Reartes: concursos, celebraciones y tradición criolla",Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-17,06:41:04,2,Eventos locales,2025-10-17,Viernes
7695,Oficial: se adelantó el partido entre Talleres y River por el Torneo Clausura,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-16,22:06:07,3,Deportes,2025-10-16,Jueves
7692,AFA confirmó fecha y horario para el partido entre Boca y Barracas,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-16,22:03:28,3,Deportes,2025-10-16,Jueves
7689,Milei le cobra a Bahía Blanca un alquiler millonario por puentes de emergencia puestos tras el temporal,Francis Dinatale,"DESTACADAS, POLITICA",2025-10-16,22:00:37,5,Política,2025-10-16,Jueves
7686,Balearon la camioneta de Juan Manuel Urtubey,Francis Dinatale,"DESTACADAS, POLICIALES, POLITICA",2025-10-16,21:55:34,1,Policial,2025-10-16,Jueves
7683,La Cámara Electoral aceptó la reimpresión de afiches con la imagen de Diego Santilli,Francis Dinatale,"DESTACADAS, POLITICA, Sin Categoria",2025-10-16,21:52:18,0,Política,2025-10-16,Jueves
7673,Curso obligatorio de Alimentos Seguros en Los Reartes,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-16,06:51:40,4,Salud,2025-10-16,Jueves
7670,Schiaretti desembarca en Calamuchita con agenda federal,Jose Manuel Ferrero,"DESTACADAS, POLITICA",2025-10-16,06:46:58,4,Política,2025-10-16,Jueves
7667,Una joven de Villa Amancay necesita ayuda para acceder a un trasplante vital,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-16,06:40:25,7,Salud,2025-10-16,Jueves
7660,Argentina le ganó a Colombia y ya está en la Final del Mundial,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-15,22:50:21,4,Deportes,2025-10-15,Miércoles
7656,"La formación de la Selección Argentina vs. Colombia, por la semifinal del Mundial Sub 20 de la FIFA",Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-15,09:33:24,4,Deportes,2025-10-15,Miércoles
7650,"La inflación de septiembre se aceleró a 2,1%, según INDEC",Francis Dinatale,"DESTACADAS, POLITICA",2025-10-15,09:11:17,8,Política,2025-10-15,Miércoles
7646,"Argentina 6 – Puerto Rico 0: goleada, rodaje y una Selección que sigue en marcha",Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-15,09:04:30,2,Deportes,2025-10-15,Miércoles
7643,Deligood desembarca en Villa General Belgrano con helados 100% libres de gluten,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-15,06:40:20,3,Otros,2025-10-15,Miércoles
7640,La Cumbrecita se tiñe de rosa por la prevención del cáncer de mama,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-15,06:36:23,5,Salud,2025-10-15,Miércoles
7637,Embalse celebró los 40 años del Festival «Un Canto a la Vida» con el Indio Lucio Rojas como figura central,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-15,06:29:16,5,Eventos locales,2025-10-15,Miércoles
7613,"La condición de Trump a Milei tras el respaldo: &#8220;Si pierden las elecciones, no seremos generosos&#8221;",Francis Dinatale,"DESTACADAS, POLITICA",2025-10-14,19:04:56,6,Política,2025-10-14,Martes
7600,Nicolás Behringer ganó La Voz Argentina,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL",2025-10-14,10:36:48,4,Otros,2025-10-14,Martes
7597,Puerto Rico vs. Selección Argentina por un amistoso internacional,Francis Dinatale,"DEPORTES, DESTACADAS",2025-10-14,09:56:10,3,Deportes,2025-10-14,Martes
7594,Paro docente a nivel nacional este martes en reclamo de una nueva ley de Financiamiento Educativo,Francis Dinatale,Sin Categoria,2025-10-14,09:36:52,4,Política,2025-10-14,Martes
7591,Corte total de agua en Santa Rosa de Calamuchita por obras en el acueducto,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-14,06:46:28,4,Eventos locales,2025-10-14,Martes
7588,Embalse inauguró su primer hospital municipal tras 113 años de historia,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-10-14,06:41:36,4,Salud,2025-10-14,Martes
7585,Condujo por asfalto fresco y dañó una obra en ejecución en Santa Rosa de Calamuchita,Jose Manuel Ferrero,"DESTACADAS, POLICIALES",2025-10-14,06:34:28,3,Policial,2025-10-14,Martes
