ID,Título,Autor,Categorías,Fecha,Hora,Vistas,Topico_Final,solo_fecha,dia_semana_es
5246,Se viene limpieza en Boca: tras el fracaso en el Mundial de Clubes se amplió la lista de jugadores que se irán,Francis Dinatale,"DEPORTES, DESTACADAS",2025-06-25,09:57:24,1,Deportes,2025-06-25,Miércoles
5243,Se puso en marcha un plan de cierre de sucursales del Banco Nación: cuántas eliminarán,Francis Dinatale,"DESTACADAS, NACIONALES",2025-06-25,09:51:43,2,Finanzas,2025-06-25,Miércoles
5240,"Con las reservas en la mira, llega la misión del FMI",Francis Dinatale,"DESTACADAS, INTERNACIONALES",2025-06-24,11:04:43,1,Internacional,2025-06-24,Martes
5237,"Con un golazo de Luis Suárez, Inter Miami igualó 2-2 con Palmeiras y ambos avanzaron a octavos",Francis Dinatale,"DEPORTES, DESTACADAS",2025-06-24,10:52:48,2,Deportes,2025-06-24,Martes
5232,"Boca vs. Auckland City, con la necesidad de ganar y esperar",Francis Dinatale,"DEPORTES, DESTACADAS",2025-06-24,10:31:31,1,Deportes,2025-06-24,Martes
5229,ARCA extendió el plazo para presentar las declaraciones juradas de Ganancias y Bienes Personales,Francis Dinatale,"DESTACADAS, NACIONALES",2025-06-24,09:48:16,1,Finanzas,2025-06-24,Martes
5225,Javier Milei vetó en su totalidad la Ley de Emergencia por las inundaciones en Bahía Blanca,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL",2025-06-24,09:43:09,0,Política,2025-06-24,Martes
5222,Hockey calamuchitano: Central Argentino y Villa del Dique brillaron en la novena fecha,Jose Manuel Ferrero,"DEPORTES, DESTACADAS",2025-06-24,07:30:17,3,Deportes,2025-06-24,Martes
5219,Ferrero y Luján brillaron en Embalse: se consagraron campeones de la Bros 64,Jose Manuel Ferrero,"DEPORTES, DESTACADAS",2025-06-24,07:21:27,2,Deportes,2025-06-24,Martes
5216,Multitudinaria Revancha en la Sierrita: Más de 700 ciclistas desafiaron la montaña en una jornada cargada de emociones,Jose Manuel Ferrero,"DEPORTES, DESTACADAS",2025-06-24,07:08:25,2,Deportes,2025-06-24,Martes
