ID,Título,Autor,Categorías,Fecha,Hora,Vistas,Topico_Final,solo_fecha,dia_semana_es
5351,"Tras las victorias del PSG y el Bayern Múnich, así está el cuadro de cuartos de final del Mundial de Clubes",Francis Dinatale,"DEPORTES, DESTACADAS",2025-06-30,11:13:14,0,Deportes,2025-06-30,Lunes
5347,Elecciones en Santa Fe: los resultados en capital y Rosario,Francis Dinatale,"DESTACADAS, NACIONALES, POLITICA",2025-06-30,10:47:54,1,Política,2025-06-30,Lunes
5343,La dura advertencia de Briatore a Gasly y Colapinto tras otro mal rendimiento de Alpine,Francis Dinatale,"DEPORTES, DESTACADAS",2025-06-30,10:33:19,2,Deportes,2025-06-30,Lunes
5339,La Conferencia Climática Internacional abordará el impacto del cambio climático en mujeres y niñas,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL",2025-06-30,10:27:44,1,Clima,2025-06-30,Lunes
5335,Formosa: Arrasador triunfo peronista en las elecciones,Francis Dinatale,"DESTACADAS, POLITICA",2025-06-30,10:13:01,1,Política,2025-06-30,Lunes
5331,"En medio de la ola de frío polar, el Gobierno volvió a subir las tarifas de gas",Francis Dinatale,"DESTACADAS, INTERÉS GENERAL",2025-06-30,10:06:05,1,Política,2025-06-30,Lunes
5328,Suben los impuestos a los combustibles: se trasladará su impacto a precios en surtidor,Francis Dinatale,"DESTACADAS, NACIONALES",2025-06-30,10:00:50,0,Precios y costo de vida,2025-06-30,Lunes
5325,La nieve copó La Cumbrecita: colapso vehicular y operativos de emergencia por la masiva llegada de turistas,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-06-30,07:16:59,5,Policial,2025-06-30,Lunes
5321,"Daniel Salcedo declara en caso Villavicencio: dio nombres, cifras y vínculos",Jose Manuel Ferrero,"DESTACADAS, ECUADOR",2025-06-30,07:08:50,2,Internacional,2025-06-30,Lunes
5317,Noboa inicia gira internacional en busca de inversión y cooperación en seguridad,Jose Manuel Ferrero,"DESTACADAS, ECUADOR",2025-06-30,07:01:29,3,Internacional,2025-06-30,Lunes
5313,"Capturan a alias ‘Fito’, el criminal más buscado de Ecuador: estaba oculto en un búnker de lujo en Manabí",Jose Manuel Ferrero,"DESTACADAS, ECUADOR",2025-06-30,06:46:41,3,Internacional,2025-06-30,Lunes
5307,Día del Boludo: por qué se celebra el 27 de junio,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL",2025-06-27,10:23:21,1,Eventos locales,2025-06-27,Viernes
5303,Franco Colapinto terminó 16 en el Gran Premio de Austria ,Francis Dinatale,"DEPORTES, DESTACADAS",2025-06-27,10:17:35,4,Deportes,2025-06-27,Viernes
5300,El Gobierno vuelve a aumentar las retenciones al campo,Francis Dinatale,"DESTACADAS, NACIONALES",2025-06-27,10:12:32,3,Política,2025-06-27,Viernes
5297,Santa Rosa celebra 25 años de sabor y tradición: llega una nueva edición de la Fiesta de los Sabores Serranos,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-06-27,06:47:59,3,Eventos locales,2025-06-27,Viernes
5294,"Embalse: Desde julio, las deudas por Tasa de Inmuebles deberán abonarse online",Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-06-27,06:41:10,3,Otros,2025-06-27,Viernes
5291,Choque múltiple en Ruta 5: tres vehículos involucrados y ninguna víctima,Jose Manuel Ferrero,"DESTACADAS, POLICIALES",2025-06-27,06:30:08,3,Policial,2025-06-27,Viernes
5288,"Golpe al delito en Calamuchita: operativos simultáneos dejaron detenidos, vehículos y armas secuestradas",Jose Manuel Ferrero,"DESTACADAS, POLICIALES",2025-06-27,06:21:16,4,Policial,2025-06-27,Viernes
5284,El ministro de Macri que denunció a Cristina y se quedó con cuatro áreas claves de YPF,Francis Dinatale,"DESTACADAS, NACIONALES",2025-06-26,11:19:24,3,Política,2025-06-26,Jueves
5281,Arrancó el descuento en YPF por cargar nafta de madrugada: de cuánto es la rebaja,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL",2025-06-26,09:34:14,1,Precios y costo de vida,2025-06-26,Jueves
5277,Air Europa sumó una nueva frecuencia para su ruta Córdoba – Madrid,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL",2025-06-26,09:28:26,3,Turismo y viajes,2025-06-26,Jueves
5274,Javier Milei apuntó contra el Chiqui Tapia tras la eliminación de Boca y River del Mundial de Clubes: &#8220;Fracaso&#8221;,Francis Dinatale,"DESTACADAS, NACIONALES",2025-06-26,09:24:04,2,Política,2025-06-26,Jueves
5269,Gallardo lamentó la eliminación de River contra Inter y criticó a la FIFA: &#8220;Fue algo insólito&#8221;,Francis Dinatale,"DEPORTES, DESTACADAS",2025-06-26,09:17:46,2,Deportes,2025-06-26,Jueves
5265,Sebastián Almuna lanza su proyecto político en Villa General Belgrano con miras a 2027,Jose Manuel Ferrero,"DESTACADAS, POLITICA",2025-06-26,07:24:19,3,Política,2025-06-26,Jueves
5262,Condenan a nueve personas por millonaria estafa inmobiliaria en Calamuchita,Jose Manuel Ferrero,"DESTACADAS, POLICIALES",2025-06-26,07:12:30,6,Policial,2025-06-26,Jueves
5259,Arrestan a un policía en Córdoba por integrar una red de estafas a través de Tinder,Jose Manuel Ferrero,"DESTACADAS, POLICIALES",2025-06-26,07:01:13,4,Policial,2025-06-26,Jueves
5256,Turismo en acción: Calamuchita avanza hacia una marca regional unificada,Jose Manuel Ferrero,"DESTACADAS, INTERÉS GENERAL",2025-06-26,06:45:42,3,Eventos locales,2025-06-26,Jueves
5252,Aumento de combustibles: los 12 trucos para ahorrar hasta 40% de nafta y gasoil,Francis Dinatale,"DESTACADAS, INTERÉS GENERAL",2025-06-25,11:29:08,4,Precios y costo de vida,2025-06-25,Miércoles
5249,Después de 12 años vuelve el Rally Cordobés a Río Cuarto,Francis Dinatale,"DEPORTES, DESTACADAS",2025-06-25,10:07:06,4,Deportes,2025-06-25,Miércoles
